x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
80,-69.28203230275508,-27.77777777777777,zone_2,,,,
80,-34.64101615137754,-27.77777777777777,zone_2,,,,
80,0.0,-27.77777777777777,zone_2,,,,
80,34.64101615137754,-27.77777777777777,zone_2,,,,
80,69.28203230275508,-27.77777777777777,zone_2,,,,
80,103.92304845413263,-27.77777777777777,zone_2,,,,
80,138.56406460551017,-27.77777777777777,zone_3,,,,
80,173.2050807568877,-27.77777777777777,zone_3,,,,
100,-155.88457268119893,-27.77777777777777,zone_3,,,,
100,-121.2435565298214,-27.77777777777777,zone_3,,,,
100,-86.60254037844385,-27.77777777777777,zone_3,,,,
100,-51.96152422706631,-27.77777777777777,zone_2,,,,
100,-17.32050807568877,-27.77777777777777,zone_2,,,,
100,17.32050807568877,-27.77777777777777,zone_2,,,,
100,51.96152422706631,-27.77777777777777,zone_2,,,,
100,86.60254037844385,-27.77777777777777,zone_3,,,,
100,121.2435565298214,-27.77777777777777,zone_3,,,,
100,155.88457268119893,-27.77777777777777,zone_3,,,,
120,-138.56406460551017,-27.77777777777777,zone_3,,,,
120,-103.92304845413263,-27.77777777777777,zone_3,,,,
120,-69.28203230275508,-27.77777777777777,zone_3,,,,
120,-34.64101615137754,-27.77777777777777,zone_2,,,,
120,0.0,-27.77777777777777,zone_2,,,,
120,34.64101615137754,-27.77777777777777,zone_2,,,,
120,69.28203230275508,-27.77777777777777,zone_3,,,,
120,103.92304845413263,-27.77777777777777,zone_3,,,,
120,138.56406460551017,-27.77777777777777,zone_3,,,,
140,-121.2435565298214,-27.77777777777777,zone_3,,,,
140,-86.60254037844385,-27.77777777777777,zone_3,,,,
140,-51.96152422706631,-27.77777777777777,zone_3,,,,
140,-17.32050807568877,-27.77777777777777,zone_3,,,,
140,17.32050807568877,-27.77777777777777,zone_3,,,,
140,51.96152422706631,-27.77777777777777,zone_3,,,,
140,86.60254037844385,-27.77777777777777,zone_3,,,,
140,121.2435565298214,-27.77777777777777,zone_3,,,,
160,-138.56406460551017,-27.77777777777777,zone_3,,,,
160,-103.92304845413263,-27.77777777777777,zone_3,,,,
160,-69.28203230275508,-27.77777777777777,zone_3,,,,
160,-34.64101615137754,-27.77777777777777,zone_3,,,,
160,0.0,-27.77777777777777,zone_3,,,,
160,34.64101615137754,-27.77777777777777,zone_3,,,,
160,69.28203230275508,-27.77777777777777,zone_3,,,,
160,103.92304845413263,-27.77777777777777,zone_3,,,,
160,138.56406460551017,-27.77777777777777,zone_3,,,,
180,-121.2435565298214,-27.77777777777777,zone_3,,,,
180,-86.60254037844385,-27.77777777777777,zone_3,,,,
180,-51.96152422706631,-27.77777777777777,zone_3,,,,
180,-17.32050807568877,-27.77777777777777,zone_3,,,,
180,17.32050807568877,-27.77777777777777,zone_3,,,,
180,51.96152422706631,-27.77777777777777,zone_3,,,,
180,86.60254037844385,-27.77777777777777,zone_3,,,,
180,121.2435565298214,-27.77777777777777,zone_3,,,,
200,-103.92304845413263,-27.77777777777777,zone_3,,,,
200,-69.28203230275508,-27.77777777777777,zone_3,,,,
200,-34.64101615137754,-27.77777777777777,zone_3,,,,
200,0.0,-27.77777777777777,zone_3,,,,
200,34.64101615137754,-27.77777777777777,zone_3,,,,
200,69.28203230275508,-27.77777777777777,zone_3,,,,
200,103.92304845413263,-27.77777777777777,zone_3,,,,
-200,-103.92304845413263,27.77777777777777,zone_3,,,,
-200,-69.28203230275508,27.77777777777777,zone_3,,,,
-200,-34.64101615137754,27.77777777777777,zone_3,,,,
-200,0.0,27.77777777777777,zone_3,,,,
-200,34.64101615137754,27.77777777777777,zone_3,,,,
-200,69.28203230275508,27.77777777777777,zone_3,,,,
-200,103.92304845413263,27.77777777777777,zone_3,,,,
-180,-121.2435565298214,27.77777777777777,zone_3,,,,
-180,-86.60254037844385,27.77777777777777,zone_3,,,,
-180,-51.96152422706631,27.77777777777777,zone_3,,,,
-180,-17.32050807568877,27.77777777777777,zone_3,,,,
-180,17.32050807568877,27.77777777777777,zone_3,,,,
-180,51.96152422706631,27.77777777777777,zone_3,,,,
-180,86.60254037844385,27.77777777777777,zone_3,,,,
-180,121.2435565298214,27.77777777777777,zone_3,,,,
-160,-138.56406460551017,27.77777777777777,zone_3,,,,
-160,-103.92304845413263,27.77777777777777,zone_3,,,,
-160,-69.28203230275508,27.77777777777777,zone_3,,,,
-160,-34.64101615137754,27.77777777777777,zone_3,,,,
-160,0.0,27.77777777777777,zone_3,,,,
-160,34.64101615137754,27.77777777777777,zone_3,,,,
-160,69.28203230275508,27.77777777777777,zone_3,,,,
-160,103.92304845413263,27.77777777777777,zone_3,,,,
-160,138.56406460551017,27.77777777777777,zone_3,,,,
-140,-121.2435565298214,27.77777777777777,zone_3,,,,
-140,-86.60254037844385,27.77777777777777,zone_3,,,,
-140,-51.96152422706631,27.77777777777777,zone_3,,,,
-140,-17.32050807568877,27.77777777777777,zone_3,,,,
-140,17.32050807568877,27.77777777777777,zone_3,,,,
-140,51.96152422706631,27.77777777777777,zone_3,,,,
-140,86.60254037844385,27.77777777777777,zone_3,,,,
-140,121.2435565298214,27.77777777777777,zone_3,,,,
-120,-138.56406460551017,27.77777777777777,zone_3,,,,
-120,-103.92304845413263,27.77777777777777,zone_3,,,,
-120,-69.28203230275508,27.77777777777777,zone_3,,,,
-120,-34.64101615137754,27.77777777777777,zone_2,,,,
-120,0.0,27.77777777777777,zone_2,,,,
-120,34.64101615137754,27.77777777777777,zone_2,,,,
-120,69.28203230275508,27.77777777777777,zone_3,,,,
-120,103.92304845413263,27.77777777777777,zone_3,,,,
-120,138.56406460551017,27.77777777777777,zone_3,,,,
-100,-155.88457268119893,27.77777777777777,zone_3,,,,
-100,-121.2435565298214,27.77777777777777,zone_3,,,,
-100,-86.60254037844385,27.77777777777777,zone_3,,,,
-100,-51.96152422706631,27.77777777777777,zone_2,,,,
-100,-17.32050807568877,27.77777777777777,zone_2,,,,
-100,17.32050807568877,27.77777777777777,zone_2,,,,
-100,51.96152422706631,27.77777777777777,zone_2,,,,
-100,86.60254037844385,27.77777777777777,zone_3,,,,
-100,121.2435565298214,27.77777777777777,zone_3,,,,
-100,155.88457268119893,27.77777777777777,zone_3,,,,
-80,-173.2050807568877,27.77777777777777,zone_3,,,,
-80,-138.56406460551017,27.77777777777777,zone_3,,,,
-80,-103.92304845413263,27.77777777777777,zone_2,,,,
-80,-69.28203230275508,27.77777777777777,zone_2,,,,
-80,-34.64101615137754,27.77777777777777,zone_2,,,,
-80,0.0,27.77777777777777,zone_2,,,,
-80,34.64101615137754,27.77777777777777,zone_2,,,,
-80,69.28203230275508,27.77777777777777,zone_2,,,,
-80,103.92304845413263,27.77777777777777,zone_2,,,,
-80,138.56406460551017,27.77777777777777,zone_3,,,,
-80,173.2050807568877,27.77777777777777,zone_3,,,,
-60,-190.5255888325765,27.77777777777777,zone_3,,,,
-60,-155.88457268119893,27.77777777777777,zone_3,,,,
-60,-121.2435565298214,27.77777777777777,zone_3,,,,
-60,-86.60254037844385,27.77777777777777,zone_2,,,,
-60,-51.96152422706631,27.77777777777777,zone_2,,,,
-60,-17.32050807568877,27.77777777777777,zone_1,,,,
-60,17.32050807568877,27.77777777777777,zone_1,,,,
-60,51.96152422706631,27.77777777777777,zone_2,,,,
-60,86.60254037844385,27.77777777777777,zone_2,,,,
-60,121.2435565298214,27.77777777777777,zone_3,,,,
-60,155.88457268119893,27.77777777777777,zone_3,,,,
-60,190.52558883257646,27.77777777777777,zone_3,,,,
-40,-207.84609690826525,27.77777777777777,zone_3,,,,
-40,-173.2050807568877,27.77777777777777,zone_3,,,,
-40,-138.56406460551017,27.77777777777777,zone_3,,,,
-40,-103.92304845413263,27.77777777777777,zone_2,,,,
-40,-69.28203230275508,27.77777777777777,zone_2,,,,
-40,-34.64101615137754,27.77777777777777,zone_1,,,,
-40,0.0,27.77777777777777,zone_1,,,,
-40,34.64101615137754,27.77777777777777,zone_1,,,,
-40,69.28203230275508,27.77777777777777,zone_2,,,,
-40,103.92304845413263,27.77777777777777,zone_2,,,,
-40,138.56406460551017,27.77777777777777,zone_3,,,,
-40,173.2050807568877,27.77777777777777,zone_3,,,,
-40,207.84609690826525,27.77777777777777,zone_3,,,,
-20,-190.5255888325765,27.77777777777777,zone_3,,,,
-20,-155.88457268119893,27.77777777777777,zone_3,,,,
-20,-121.2435565298214,27.77777777777777,zone_2,,,,
-20,-86.60254037844385,27.77777777777777,zone_2,,,,
-20,-51.96152422706631,27.77777777777777,zone_1,,,,
-20,-17.32050807568877,27.77777777777777,zone_1,,,,
-20,17.32050807568877,27.77777777777777,zone_1,,,,
-20,51.96152422706631,27.77777777777777,zone_1,,,,
-20,86.60254037844385,27.77777777777777,zone_2,,,,
-20,121.2435565298214,27.77777777777777,zone_2,,,,
-20,155.88457268119893,27.77777777777777,zone_3,,,,
-20,190.52558883257646,27.77777777777777,zone_3,,,,
0,-207.84609690826525,27.77777777777777,zone_3,,,,
0,-173.2050807568877,27.77777777777777,zone_3,,,,
0,-138.56406460551017,27.77777777777777,zone_3,,,,
0,-103.92304845413263,27.77777777777777,zone_2,,,,
0,-69.28203230275508,27.77777777777777,zone_2,,,,
0,-34.64101615137754,27.77777777777777,zone_1,,,,
0,0.0,27.77777777777777,zone_1,,,,
0,34.64101615137754,27.77777777777777,zone_1,,,,
0,69.28203230275508,27.77777777777777,zone_2,,,,
0,103.92304845413263,27.77777777777777,zone_2,,,,
0,138.56406460551017,27.77777777777777,zone_3,,,,
0,173.2050807568877,27.77777777777777,zone_3,,,,
0,207.84609690826525,27.77777777777777,zone_3,,,,
20,-190.5255888325765,27.77777777777777,zone_3,,,,
20,-155.88457268119893,27.77777777777777,zone_3,,,,
20,-121.2435565298214,27.77777777777777,zone_2,,,,
20,-86.60254037844385,27.77777777777777,zone_2,,,,
20,-51.96152422706631,27.77777777777777,zone_1,,,,
20,-17.32050807568877,27.77777777777777,zone_1,,,,
20,17.32050807568877,27.77777777777777,zone_1,,,,
20,51.96152422706631,27.77777777777777,zone_1,,,,
20,86.60254037844385,27.77777777777777,zone_2,,,,
20,121.2435565298214,27.77777777777777,zone_2,,,,
20,155.88457268119893,27.77777777777777,zone_3,,,,
20,190.52558883257646,27.77777777777777,zone_3,,,,
40,-207.84609690826525,27.77777777777777,zone_3,,,,
40,-173.2050807568877,27.77777777777777,zone_3,,,,
40,-138.56406460551017,27.77777777777777,zone_3,,,,
40,-103.92304845413263,27.77777777777777,zone_2,,,,
40,-69.28203230275508,27.77777777777777,zone_2,,,,
40,-34.64101615137754,27.77777777777777,zone_1,,,,
40,0.0,27.77777777777777,zone_1,,,,
40,34.64101615137754,27.77777777777777,zone_1,,,,
40,69.28203230275508,27.77777777777777,zone_2,,,,
40,103.92304845413263,27.77777777777777,zone_2,,,,
40,138.56406460551017,27.77777777777777,zone_3,,,,
40,173.2050807568877,27.77777777777777,zone_3,,,,
40,207.84609690826525,27.77777777777777,zone_3,,,,
60,-190.5255888325765,27.77777777777777,zone_3,,,,
60,-155.88457268119893,27.77777777777777,zone_3,,,,
60,-121.2435565298214,27.77777777777777,zone_3,,,,
60,-86.60254037844385,27.77777777777777,zone_2,,,,
60,-51.96152422706631,27.77777777777777,zone_2,,,,
60,-17.32050807568877,27.77777777777777,zone_1,,,,
60,17.32050807568877,27.77777777777777,zone_1,,,,
60,51.96152422706631,27.77777777777777,zone_2,,,,
60,86.60254037844385,27.77777777777777,zone_2,,,,
60,121.2435565298214,27.77777777777777,zone_3,,,,
60,155.88457268119893,27.77777777777777,zone_3,,,,
60,190.52558883257646,27.77777777777777,zone_3,,,,
80,-173.2050807568877,27.77777777777777,zone_3,,,,
80,-138.56406460551017,27.77777777777777,zone_3,,,,
80,-103.92304845413263,27.77777777777777,zone_2,,,,
80,-69.28203230275508,27.77777777777777,zone_2,,,,
80,-34.64101615137754,27.77777777777777,zone_2,,,,
80,0.0,27.77777777777777,zone_2,,,,
80,34.64101615137754,27.77777777777777,zone_2,,,,
80,69.28203230275508,27.77777777777777,zone_2,,,,
80,103.92304845413263,27.77777777777777,zone_2,,,,
80,138.56406460551017,27.77777777777777,zone_3,,,,
80,173.2050807568877,27.77777777777777,zone_3,,,,
100,-155.88457268119893,27.77777777777777,zone_3,,,,
100,-121.2435565298214,27.77777777777777,zone_3,,,,
100,-86.60254037844385,27.77777777777777,zone_3,,,,
100,-51.96152422706631,27.77777777777777,zone_2,,,,
100,-17.32050807568877,27.77777777777777,zone_2,,,,
100,17.32050807568877,27.77777777777777,zone_2,,,,
100,51.96152422706631,27.77777777777777,zone_2,,,,
100,86.60254037844385,27.77777777777777,zone_3,,,,
100,121.2435565298214,27.77777777777777,zone_3,,,,
100,155.88457268119893,27.77777777777777,zone_3,,,,
120,-138.56406460551017,27.77777777777777,zone_3,,,,
120,-103.92304845413263,27.77777777777777,zone_3,,,,
120,-69.28203230275508,27.77777777777777,zone_3,,,,
120,-34.64101615137754,27.77777777777777,zone_2,,,,
120,0.0,27.77777777777777,zone_2,,,,
120,34.64101615137754,27.77777777777777,zone_2,,,,
120,69.28203230275508,27.77777777777777,zone_3,,,,
120,103.92304845413263,27.77777777777777,zone_3,,,,
120,138.56406460551017,27.77777777777777,zone_3,,,,
140,-121.2435565298214,27.77777777777777,zone_3,,,,
140,-86.60254037844385,27.77777777777777,zone_3,,,,
140,-51.96152422706631,27.77777777777777,zone_3,,,,
140,-17.32050807568877,27.77777777777777,zone_3,,,,
140,17.32050807568877,27.77777777777777,zone_3,,,,
140,51.96152422706631,27.77777777777777,zone_3,,,,
140,86.60254037844385,27.77777777777777,zone_3,,,,
140,121.2435565298214,27.77777777777777,zone_3,,,,
160,-138.56406460551017,27.77777777777777,zone_3,,,,
160,-103.92304845413263,27.77777777777777,zone_3,,,,
160,-69.28203230275508,27.77777777777777,zone_3,,,,
160,-34.64101615137754,27.77777777777777,zone_3,,,,
160,0.0,27.77777777777777,zone_3,,,,
160,34.64101615137754,27.77777777777777,zone_3,,,,
160,69.28203230275508,27.77777777777777,zone_3,,,,
160,103.92304845413263,27.77777777777777,zone_3,,,,
160,138.56406460551017,27.77777777777777,zone_3,,,,
180,-121.2435565298214,27.77777777777777,zone_3,,,,
180,-86.60254037844385,27.77777777777777,zone_3,,,,
180,-51.96152422706631,27.77777777777777,zone_3,,,,
180,-17.32050807568877,27.77777777777777,zone_3,,,,
180,17.32050807568877,27.77777777777777,zone_3,,,,
180,51.96152422706631,27.77777777777777,zone_3,,,,
180,86.60254037844385,27.77777777777777,zone_3,,,,
180,121.2435565298214,27.77777777777777,zone_3,,,,
200,-103.92304845413263,27.77777777777777,zone_3,,,,
200,-69.28203230275508,27.77777777777777,zone_3,,,,
200,-34.64101615137754,27.77777777777777,zone_3,,,,
200,0.0,27.77777777777777,zone_3,,,,
200,34.64101615137754,27.77777777777777,zone_3,,,,
200,69.28203230275508,27.77777777777777,zone_3,,,,
200,103.92304845413263,27.77777777777777,zone_3,,,,
-200,-103.92304845413263,83.33333333333337,zone_3,,,,
-200,-69.28203230275508,83.33333333333337,zone_3,,,,
-200,-34.64101615137754,83.33333333333337,zone_3,,,,
-200,0.0,83.33333333333337,zone_3,,,,
-200,34.64101615137754,83.33333333333337,zone_3,,,,
-200,69.28203230275508,83.33333333333337,zone_3,,,,
-200,103.92304845413263,83.33333333333337,zone_3,,,,
-180,-121.2435565298214,83.33333333333337,zone_3,,,,
-180,-86.60254037844385,83.33333333333337,zone_3,,,,
-180,-51.96152422706631,83.33333333333337,zone_3,,,,
-180,-17.32050807568877,83.33333333333337,zone_3,,,,
-180,17.32050807568877,83.33333333333337,zone_3,,,,
-180,51.96152422706631,83.33333333333337,zone_3,,,,
-180,86.60254037844385,83.33333333333337,zone_3,,,,
-180,121.2435565298214,83.33333333333337,zone_3,,,,
-160,-138.56406460551017,83.33333333333337,zone_3,,,,
-160,-103.92304845413263,83.33333333333337,zone_3,,,,
-160,-69.28203230275508,83.33333333333337,zone_3,,,,
-160,-34.64101615137754,83.33333333333337,zone_3,,,,
-160,0.0,83.33333333333337,zone_3,,,,
-160,34.64101615137754,83.33333333333337,zone_3,,,,
-160,69.28203230275508,83.33333333333337,zone_3,,,,
-160,103.92304845413263,83.33333333333337,zone_3,,,,
-160,138.56406460551017,83.33333333333337,zone_3,,,,
-140,-121.2435565298214,83.33333333333337,zone_3,,,,
-140,-86.60254037844385,83.33333333333337,zone_3,,,,
-140,-51.96152422706631,83.33333333333337,zone_3,,,,
-140,-17.32050807568877,83.33333333333337,zone_3,,,,
-140,17.32050807568877,83.33333333333337,zone_3,,,,
-140,51.96152422706631,83.33333333333337,zone_3,,,,
-140,86.60254037844385,83.33333333333337,zone_3,,,,
-140,121.2435565298214,83.33333333333337,zone_3,,,,
-120,-138.56406460551017,83.33333333333337,zone_3,,,,
-120,-103.92304845413263,83.33333333333337,zone_3,,,,
-120,-69.28203230275508,83.33333333333337,zone_3,,,,
-120,-34.64101615137754,83.33333333333337,zone_2,,,,
-120,0.0,83.33333333333337,zone_2,,,,
-120,34.64101615137754,83.33333333333337,zone_2,,,,
-120,69.28203230275508,83.33333333333337,zone_3,,,,
-120,103.92304845413263,83.33333333333337,zone_3,,,,
-120,138.56406460551017,83.33333333333337,zone_3,,,,
-100,-155.88457268119893,83.33333333333337,zone_3,,,,
-100,-121.2435565298214,83.33333333333337,zone_3,,,,
-100,-86.60254037844385,83.33333333333337,zone_3,,,,
-100,-51.96152422706631,83.33333333333337,zone_2,,,,
-100,-17.32050807568877,83.33333333333337,zone_2,,,,
-100,17.32050807568877,83.33333333333337,zone_2,,,,
-100,51.96152422706631,83.33333333333337,zone_2,,,,
-100,86.60254037844385,83.33333333333337,zone_3,,,,
-100,121.2435565298214,83.33333333333337,zone_3,,,,
-100,155.88457268119893,83.33333333333337,zone_3,,,,
-80,-173.2050807568877,83.33333333333337,zone_3,,,,
-80,-138.56406460551017,83.33333333333337,zone_3,,,,
-80,-103.92304845413263,83.33333333333337,zone_2,,,,
-80,-69.28203230275508,83.33333333333337,zone_2,,,,
-80,-34.64101615137754,83.33333333333337,zone_2,,,,
-80,0.0,83.33333333333337,zone_2,,,,
-80,34.64101615137754,83.33333333333337,zone_2,,,,
-80,69.28203230275508,83.33333333333337,zone_2,,,,
-80,103.92304845413263,83.33333333333337,zone_2,,,,
-80,138.56406460551017,83.33333333333337,zone_3,,,,
-80,173.2050807568877,83.33333333333337,zone_3,,,,
-60,-190.5255888325765,83.33333333333337,zone_3,,,,
-60,-155.88457268119893,83.33333333333337,zone_3,,,,
-60,-121.2435565298214,83.33333333333337,zone_3,,,,
-60,-86.60254037844385,83.33333333333337,zone_2,,,,
-60,-51.96152422706631,83.33333333333337,zone_2,,,,
-60,-17.32050807568877,83.33333333333337,zone_1,,,,
-60,17.32050807568877,83.33333333333337,zone_1,,,,
-60,51.96152422706631,83.33333333333337,zone_2,,,,
-60,86.60254037844385,83.33333333333337,zone_2,,,,
-60,121.2435565298214,83.33333333333337,zone_3,,,,
-60,155.88457268119893,83.33333333333337,zone_3,,,,
-60,190.52558883257646,83.33333333333337,zone_3,,,,
-40,-207.84609690826525,83.33333333333337,zone_3,,,,
-40,-173.2050807568877,83.33333333333337,zone_3,,,,
-40,-138.56406460551017,83.33333333333337,zone_3,,,,
-40,-103.92304845413263,83.33333333333337,zone_2,,,,
-40,-69.28203230275508,83.33333333333337,zone_2,,,,
-40,-34.64101615137754,83.33333333333337,zone_1,,,,
-40,0.0,83.33333333333337,zone_1,,,,
-40,34.64101615137754,83.33333333333337,zone_1,,,,
-40,69.28203230275508,83.33333333333337,zone_2,,,,
-40,103.92304845413263,83.33333333333337,zone_2,,,,
-40,138.56406460551017,83.33333333333337,zone_3,,,,
-40,173.2050807568877,83.33333333333337,zone_3,,,,
-40,207.84609690826525,83.33333333333337,zone_3,,,,
-20,-190.5255888325765,83.33333333333337,zone_3,,,,
-20,-155.88457268119893,83.33333333333337,zone_3,,,,
-20,-121.2435565298214,83.33333333333337,zone_2,,,,
-20,-86.60254037844385,83.33333333333337,zone_2,,,,
-20,-51.96152422706631,83.33333333333337,zone_1,,,,
-20,-17.32050807568877,83.33333333333337,zone_1,,,,
-20,17.32050807568877,83.33333333333337,zone_1,,,,
-20,51.96152422706631,83.33333333333337,zone_1,,,,
-20,86.60254037844385,83.33333333333337,zone_2,,,,
-20,121.2435565298214,83.33333333333337,zone_2,,,,
-20,155.88457268119893,83.33333333333337,zone_3,,,,
-20,190.52558883257646,83.33333333333337,zone_3,,,,
0,-207.84609690826525,83.33333333333337,zone_3,,,,
0,-173.2050807568877,83.33333333333337,zone_3,,,,
0,-138.56406460551017,83.33333333333337,zone_3,,,,
0,-103.92304845413263,83.33333333333337,zone_2,,,,
0,-69.28203230275508,83.33333333333337,zone_2,,,,
0,-34.64101615137754,83.33333333333337,zone_1,,,,
0,0.0,83.33333333333337,zone_1,,,,
0,34.64101615137754,83.33333333333337,zone_1,,,,
0,69.28203230275508,83.33333333333337,zone_2,,,,
0,103.92304845413263,83.33333333333337,zone_2,,,,
0,138.56406460551017,83.33333333333337,zone_3,,,,
0,173.2050807568877,83.33333333333337,zone_3,,,,
0,207.84609690826525,83.33333333333337,zone_3,,,,
20,-190.5255888325765,83.33333333333337,zone_3,,,,
20,-155.88457268119893,83.33333333333337,zone_3,,,,
20,-121.2435565298214,83.33333333333337,zone_2,,,,
20,-86.60254037844385,83.33333333333337,zone_2,,,,
20,-51.96152422706631,83.33333333333337,zone_1,,,,
20,-17.32050807568877,83.33333333333337,zone_1,,,,
20,17.32050807568877,83.33333333333337,zone_1,,,,
20,51.96152422706631,83.33333333333337,zone_1,,,,
20,86.60254037844385,83.33333333333337,zone_2,,,,
20,121.2435565298214,83.33333333333337,zone_2,,,,
20,155.88457268119893,83.33333333333337,zone_3,,,,
20,190.52558883257646,83.33333333333337,zone_3,,,,
40,-207.84609690826525,83.33333333333337,zone_3,,,,
40,-173.2050807568877,83.33333333333337,zone_3,,,,
40,-138.56406460551017,83.33333333333337,zone_3,,,,
40,-103.92304845413263,83.33333333333337,zone_2,,,,
40,-69.28203230275508,83.33333333333337,zone_2,,,,
40,-34.64101615137754,83.33333333333337,zone_1,,,,
40,0.0,83.33333333333337,zone_1,,,,
40,34.64101615137754,83.33333333333337,zone_1,,,,
40,69.28203230275508,83.33333333333337,zone_2,,,,
40,103.92304845413263,83.33333333333337,zone_2,,,,
40,138.56406460551017,83.33333333333337,zone_3,,,,
40,173.2050807568877,83.33333333333337,zone_3,,,,
40,207.84609690826525,83.33333333333337,zone_3,,,,
60,-190.5255888325765,83.33333333333337,zone_3,,,,
60,-155.88457268119893,83.33333333333337,zone_3,,,,
60,-121.2435565298214,83.33333333333337,zone_3,,,,
60,-86.60254037844385,83.33333333333337,zone_2,,,,
60,-51.96152422706631,83.33333333333337,zone_2,,,,
60,-17.32050807568877,83.33333333333337,zone_1,,,,
60,17.32050807568877,83.33333333333337,zone_1,,,,
60,51.96152422706631,83.33333333333337,zone_2,,,,
60,86.60254037844385,83.33333333333337,zone_2,,,,
60,121.2435565298214,83.33333333333337,zone_3,,,,
60,155.88457268119893,83.33333333333337,zone_3,,,,
60,190.52558883257646,83.33333333333337,zone_3,,,,
80,-173.2050807568877,83.33333333333337,zone_3,,,,
80,-138.56406460551017,83.33333333333337,zone_3,,,,
80,-103.92304845413263,83.33333333333337,zone_2,,,,
80,-69.28203230275508,83.33333333333337,zone_2,,,,
80,-34.64101615137754,83.33333333333337,zone_2,,,,
80,0.0,83.33333333333337,zone_2,,,,
80,34.64101615137754,83.33333333333337,zone_2,,,,
80,69.28203230275508,83.33333333333337,zone_2,,,,
80,103.92304845413263,83.33333333333337,zone_2,,,,
80,138.56406460551017,83.33333333333337,zone_3,,,,
80,173.2050807568877,83.33333333333337,zone_3,,,,
100,-155.88457268119893,83.33333333333337,zone_3,,,,
100,-121.2435565298214,83.33333333333337,zone_3,,,,
100,-86.60254037844385,83.33333333333337,zone_3,,,,
100,-51.96152422706631,83.33333333333337,zone_2,,,,
100,-17.32050807568877,83.33333333333337,zone_2,,,,
100,17.32050807568877,83.33333333333337,zone_2,,,,
100,51.96152422706631,83.33333333333337,zone_2,,,,
100,86.60254037844385,83.33333333333337,zone_3,,,,
100,121.2435565298214,83.33333333333337,zone_3,,,,
100,155.88457268119893,83.33333333333337,zone_3,,,,
120,-138.56406460551017,83.33333333333337,zone_3,,,,
120,-103.92304845413263,83.33333333333337,zone_3,,,,
120,-69.28203230275508,83.33333333333337,zone_3,,,,
120,-34.64101615137754,83.33333333333337,zone_2,,,,
120,0.0,83.33333333333337,zone_2,,,,
120,34.64101615137754,83.33333333333337,zone_2,,,,
120,69.28203230275508,83.33333333333337,zone_3,,,,
120,103.92304845413263,83.33333333333337,zone_3,,,,
120,138.56406460551017,83.33333333333337,zone_3,,,,
140,-121.2435565298214,83.33333333333337,zone_3,,,,
140,-86.60254037844385,83.33333333333337,zone_3,,,,
140,-51.96152422706631,83.33333333333337,zone_3,,,,
140,-17.32050807568877,83.33333333333337,zone_3,,,,
140,17.32050807568877,83.33333333333337,zone_3,,,,
140,51.96152422706631,83.33333333333337,zone_3,,,,
140,86.60254037844385,83.33333333333337,zone_3,,,,
140,121.2435565298214,83.33333333333337,zone_3,,,,
160,-138.56406460551017,83.33333333333337,zone_3,,,,
160,-103.92304845413263,83.33333333333337,zone_3,,,,
160,-69.28203230275508,83.33333333333337,zone_3,,,,
160,-34.64101615137754,83.33333333333337,zone_3,,,,
160,0.0,83.33333333333337,zone_3,,,,
160,34.64101615137754,83.33333333333337,zone_3,,,,
160,69.28203230275508,83.33333333333337,zone_3,,,,
160,103.92304845413263,83.33333333333337,zone_3,,,,
160,138.56406460551017,83.33333333333337,zone_3,,,,
180,-121.2435565298214,83.33333333333337,zone_3,,,,
180,-86.60254037844385,83.33333333333337,zone_3,,,,
180,-51.96152422706631,83.33333333333337,zone_3,,,,
180,-17.32050807568877,83.33333333333337,zone_3,,,,
180,17.32050807568877,83.33333333333337,zone_3,,,,
180,51.96152422706631,83.33333333333337,zone_3,,,,
180,86.60254037844385,83.33333333333337,zone_3,,,,
180,121.2435565298214,83.33333333333337,zone_3,,,,
200,-103.92304845413263,83.33333333333337,zone_3,,,,
200,-69.28203230275508,83.33333333333337,zone_3,,,,
200,-34.64101615137754,83.33333333333337,zone_3,,,,
200,0.0,83.33333333333337,zone_3,,,,
200,34.64101615137754,83.33333333333337,zone_3,,,,
200,69.28203230275508,83.33333333333337,zone_3,,,,
200,103.92304845413263,83.33333333333337,zone_3,,,,
-200,-103.92304845413263,138.8888888888889,zone_3,,,,
-200,-69.28203230275508,138.8888888888889,zone_3,,,,
-200,-34.64101615137754,138.8888888888889,zone_3,,,,
-200,0.0,138.8888888888889,zone_3,,,,
-200,34.64101615137754,138.8888888888889,zone_3,,,,
-200,69.28203230275508,138.8888888888889,zone_3,,,,
-200,103.92304845413263,138.8888888888889,zone_3,,,,
-180,-121.2435565298214,138.8888888888889,zone_3,,,,
-180,-86.60254037844385,138.8888888888889,zone_3,,,,
-180,-51.96152422706631,138.8888888888889,zone_3,,,,
-180,-17.32050807568877,138.8888888888889,zone_3,,,,
-180,17.32050807568877,138.8888888888889,zone_3,,,,
-180,51.96152422706631,138.8888888888889,zone_3,,,,
-180,86.60254037844385,138.8888888888889,zone_3,,,,
-180,121.2435565298214,138.8888888888889,zone_3,,,,
-160,-138.56406460551017,138.8888888888889,zone_3,,,,
-160,-103.92304845413263,138.8888888888889,zone_3,,,,
-160,-69.28203230275508,138.8888888888889,zone_3,,,,
-160,-34.64101615137754,138.8888888888889,zone_3,,,,
-160,0.0,138.8888888888889,zone_3,,,,
-160,34.64101615137754,138.8888888888889,zone_3,,,,
